Rank,Name,Domestic Box Office,Movies,Average
"1,877",Nicolas D'Agosto,59818934,2,29909467
"1,878",Diogo Morgado,59700064,2,29850032
"1,879",Gia Carides,59695259,2,29847630
"1,880",Lainie Kazan,59689605,1,59689605
"1,881",Bess Meisler,59689605,1,59689605
"1,882",Joey Fatone,59689605,1,59689605
"1,883",Bruce Gray,59689605,1,59689605
"1,884",Andrea Martin,59689605,1,59689605
"1,885",Elena Kampouris,59689605,5,11937921
"1,886",Michael Constantine,59689605,1,59689605
"1,887",Louis Mandylor,59689605,3,19896535
"1,888",Wes Studi,59581125,3,19860375
"1,889",Tony Todd,59530321,7,8504332
"1,890",Faith Hill,59475623,1,59475623
"1,891",Martine McCutcheon,59472278,1,59472278
"1,892",Abbi Jacobson,59330054,3,19776685
"1,893",Patricia Velasquez,59209974,2,29604987
"1,894",Geraldine Page,59207965,4,14801991
"1,895",Marcia Gay Harden,59138949,9,6570994
"1,896",Jenna Elfman,58997208,3,19665736
"1,897",Richard Attenborough,58958004,6,9826334
"1,898",Steele Stebbins,58884188,1,58884188
"1,899",Aubrey Plaza,58479819,19,3077885
"1,900",Keisha Castle-Hughes,58415516,5,11683103
"1,901",Dan Byrd,58401464,3,19467155
"1,902",Tyler Mane,58269151,2,29134576
"1,903",Jason Isaacs,58221759,7,8317394
"1,904",Ilfenesh Hadera,58060186,1,58060186
"1,905",Kelly Rohrbach,58060186,1,58060186
"1,906",Dexter Darden,58032443,2,29016222
"1,907",Laura Ramsey,57919265,5,11583853
"1,908",Ruby Barnhill,57902174,2,28951087
"1,909",Peter Capaldi,57693723,3,19231241
"1,910",Tzi Ma,57617958,6,9602993
"1,911",Dale Midkiff,57469179,1,57469179
"1,912",Devon Sawa,57403496,7,8200499
"1,913",Tyler Labine,57381136,7,8197305
"1,914",Joanne Whalley,57269863,2,28634932
"1,915",Jun Kunimura,57178875,4,14294719
"1,916",John Huston,57100023,3,19033341
"1,917",Barbara Hershey,57063915,3,19021305
"1,918",Deborah Ann Woll,57002353,3,19000784
"1,919",Jay Ellis,57000756,3,19000252
"1,920",Christopher Castile,56979478,1,56979478
"1,921",Sarah Rose Karr,56979478,1,56979478
"1,922",Nicholle Tom,56979478,2,28489739
"1,923",Samara Weaving,56978556,6,9496426
"1,924",Natascha McElhone,56906413,4,14226603
"1,925",Jonathan Rhys-Meyers,56817827,12,4734819
"1,926",Shelley Duvall,56773633,2,28386817
"1,927",Vincent Cassel,56747845,15,3783190
"1,928",Samantha Mumba,56684819,1,56684819
"1,929",Lanei Chapman,56607223,1,56607223
"1,930",Vince Vieluf,56607223,1,56607223
"1,931",Dave Thomas,56607223,2,28303612
"1,932",Stacey Dash,56598476,2,28299238
"1,933",Nick Cannon,56563291,7,8080470
"1,934",Louis Gossett Jr.,56510217,9,6278913
"1,935",Javon Walton,56489153,2,28244577
"1,936",Candace Carey,56398162,1,56398162
"1,937",Kat Dennings,56356753,6,9392792
"1,938",Ashley Bell,56240684,5,11248137
"1,939",Richard E. Grant,56189819,9,6243313
"1,940",Mackenzie Foy,56170064,3,18723355
"1,941",Jordin Sparks,56162078,3,18720693
"1,942",Peter Sallis,56068547,1,56068547
"1,943",Tucker Albrizzi,56003051,1,56003051
"1,944",Charles Aitken,55683845,1,55683845
"1,945",Ruby Modine,55683845,3,18561282
"1,946",Laura Clifton,55683845,1,55683845
"1,947",David Wenham,55675313,4,13918828
"1,948",Emily Barclay,55675313,2,27837657
"1,949",Adrienne de Faria,55675313,1,55675313
"1,950",Parminder Nagra,55457126,3,18485709
"1,951",Kyle Gallner,55421433,8,6927679
"1,952",Sam Richardson,55343277,4,13835819
"1,953",Brooke Langton,55334793,2,27667397
"1,954",Michael Jai White,55283950,13,4252612
"1,955",Jaime Pressly,55226095,3,18408698
"1,956",Usher,55220009,3,18406670
"1,957",Jay Mohr,55208281,5,11041656
"1,958",Gregory Smith,55143823,1,55143823
"1,959",Kevin Dunn,55143823,1,55143823
"1,960",Misty Copeland,54858851,1,54858851
"1,961",Jayden Fowora-Knight,54858851,1,54858851
"1,962",Casper Van Dien,54768952,9,6085439
"1,963",Vanessa Bayer,54767494,2,27383747
"1,964",Da’Vine Joy Randolph,54767494,2,27383747
"1,965",Jonathan Brown,54737430,2,27368715
"1,966",Raymond Cruz,54733739,1,54733739
"1,967",Marisol Ramirez,54733739,1,54733739
"1,968",Oliver Cooper,54731865,1,54731865
"1,969",Jon Bon Jovi,54579638,2,27289819
"1,970",Seth Meyers,54544638,1,54544638
"1,971",Stefanie Scott,54403198,5,10880640
"1,972",Kate Walsh,54331654,6,9055276
"1,973",Chris Kattan,54313125,5,10862625
"1,974",Irrfan Khan,54310663,12,4525889
"1,975",Richard Jenkins,54240864,9,6026763
"1,976",Manish Dayal,54235441,2,27117721
"1,977",Song Kang-ho,54228587,4,13557147
"1,978",Mitchell Whitfield,54149098,1,54149098
"1,979",Mikey Kelley,54149098,1,54149098
"1,980",Nolan North,54149098,1,54149098
"1,981",Erik Stolhanske,54111413,4,13527853
"1,982",Steve Lemme,54111413,4,13527853
"1,983",Jay Chandrasekhar,54111413,4,13527853
"1,984",Paul Soter,54111413,4,13527853
"1,985",Laz Alonso,54100636,3,18033545
"1,986",Lamorne Morris,54030051,2,27015026
"1,987",Deon Cole,54030051,1,54030051
"1,988",Daoming Chen,54029747,2,27014874
"1,989",Ty Simpkins,54009150,2,27004575
"1,990",Lee Grant,54000000,2,27000000
"1,991",Dennis Farina,53881391,8,6735174
"1,992",Maggie Cheung,53851744,4,13462936
"1,993",Luke Bracey,53800600,9,5977844
"1,994",Robbie Amell,53730375,3,17910125
"1,995",Josh Hamilton,53718337,3,17906112
"1,996",Kyra Sedgwick,53571535,7,7653076
"1,997",Omar Sy,53487323,7,7641046
"1,998",Kel Mitchell,53475004,2,26737502
"1,999",Sun-Kyun Lee,53386308,4,13346577
"2,000",Choi Woo-sik,53369745,3,17789915
